"number","frn","business_name","business_address","foreign_voice_provider","country","other_frns","other_dba_names","previous_dba_names","robocall_mitigation_contact_name","contact_title","contact_department","contact_business_address","contact_country","contact_telephone_number","contact_phone_extension","implementation","voice_service_provider_choice","gateway_provider_choice","intermediate_provider_choice","last_updated","filing_url"
"RMD0019277","0030801534","Telesys Telecommunication Inc","251 New Karner Rd
Albany NY 12205","No","United States of America","none","none","none","Kevin Hube","President","Sales","251 New Karner Rd
Albany NY 12205","United States of America","5184640933","200","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-28","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=47de52c31be80e10ce3364a8624bcb72&view=sp"
"RMD0019278","0020656047","Tech Squared, Inc.","701 Brandon Ave SW
Roanoke VA 24015","No","United States of America","None","None","None","Sean Peters","CEO","Leadership","701 Brandon Ave SW
Roanoke VA 24015","United States of America","5407774851","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-28","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c797e6c31b2cca10ab016206624bcb99&view=sp"
"RMD0019281","0035010032","Griffin Communications and Security","200 S. 1st. street
point TX 75472","No","United States of America","None","None","None","Chad Sherrin","GM","Admin","200 S. 1st. street
point TX 75472","United States of America","9035983122","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-28","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=724ab2c78760ca100c54a9b60cbb35eb&view=sp"
"RMD0019283","0028990927","PulseOne Communications, LLC","PO Box 21351
Santa Barbara CA 93121","No","United States of America","none","none","none","Nicole Goodwin","Business Services Manager","Business Services","1996 Eastman Ave., Suite 111
Ventura CA 93003","United States of America","'+1-888-826-8511","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-28","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ff4bfa4b1bec065048ce5395624bcb93&view=sp"
"RMD0019284","0027098367","RedWave Technology Group, LLC","210 Fieldstown Road
Suite 100-420
Gardendale AL 35071","No","United States of America","None","None","None","Chase Webb","President","Executive","524 Decatur Hwy
Gardendale AL 35071","United States of America","205-917-5757","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d6130b431b6cca1028c8c958624bcbba&view=sp"
"RMD0019292","0027152792","F1 Computing Solutions","405 N Jefferson Ave
Suite 1010
Springfield MO 65806","No","United States of America","None","None","None","Chris Kays","CEO","VOIP","405 N Jefferson Ave
Suite 1010
Springfield MO 65806","United States of America","4174292313","1002","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5d785b0387e8ca10467d0ed8cebb355d&view=sp"
"RMD0019296","0024785628","Portland Computer Pros LLC, dba Oregon Phone Systems","3727 Upper Drive
Lake Oswego OR 97035","No","United States of America","none","none","none","Louis LeBlanc","owner","HQ","3727 Upper Drive
Lake Oswego OR 97035","United States of America","5039948647","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=beb1674787a80e10ab3765b70cbb35c8&view=sp"
"RMD0019300","0034924829","AMPLIZ LLC","8325 NE 2ND AVE MIAMI, FL. US 33138
MIAMI FL 33138","Yes","India","None","None","None","Vasan M","AVP","Sales","Sector 6, HSR Layout
JS Towers L32 2nd �A� Main Road, Outer Ring Rd
Bengaluru 560034
KARNATAKA","India","'+919071204222","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c05ee99b1ba40e10d9b4caa8624bcbc4&view=sp"
"RMD0019304","0025348772","Evolve Technologies, Inc","Po Box 413
611 Henderson Road
Gillsville GA 30543","No","United States of America","NONE","NONE","None","Terry Porter","CEO","Administration","Po Box 413
611 Henderson Road
Gillsville GA 30543","United States of America","770-869-0055","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=73ea0a971b688e10a4b75318624bcbcb&view=sp"
"RMD0019309","0035015403","Pathfinder Technology Solutions Inc.","3176 Niagra Falls Blvd
Suite 2
North Tonawnada NY 14120","No","United States of America","none","none","none","Chris Laviguer","President","Sales","3176 Niagra Falls Blvd
Suite 2
North Tonawnada NY 14120","United States of America","716-236-9304","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=574fa2971b2c0e10f9232f84604bcba1&view=sp"
"RMD0019312","0021099460","Rooftop Data LLC","235 Elm St
Buffalo NY 14202","No","United States of America","None.","None","None","Jeff Hoffman","President","Administration","235 Elm St.
Buffalo NY 14202","United States of America","716-856-7000","201","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6a8bbedf87ecca100c54a9b60cbb3572&view=sp"
"RMD0019314","0023225386","IT Experts","1456 Oakwood Road
Coatesville PA 19320","No","United States of America","none","Paramount Communications","none","Francine Thelman","Owner","Operations","5 Great Valley Parkway
Suite 210
Malvern PA 19355","United States of America","6105249200","101","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8d8e7e5387200e100c54a9b60cbb35d9&view=sp"
"RMD0019316","0031931330","Horizon Managed Services, LLC","PO Box 36
Nesbit MS 38651","No","United States of America","none","none","none","MAtthew Funderburk","VoIP Specialist","IT","PO Box 36
Nesbit MS 38651","United States of America","662-228-0020","5105","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8a5a3ad71ba4865048ce5395624bcb29&view=sp"
"RMD0019317","0008802035","Telecom Italia Sparkle S.p.A.","Via di Macchia Palocco 223
Rome 00125 Rome, Italy","Yes","Italy","None","None","Telemedia International Italia SpA","Roberto Migliozzi","IP & Data Sales Director","Sales","1 William Street
3rd Floor
New York NY 10004","United States of America","'+646-623-9643","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","No","No","Yes","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6b44435787a84e104d94a75e3fbb3548&view=sp"
"RMD0019318","0031221948","TI Sparkle Singapore Pte Ltd.","6 Temasek Boulevard, #23-01 Suntec Tower Four
 038986 Singapore, Singapore","Yes","Singapore","None","None","None","Roberto Migliozzi","IP & Data Sales Director","Sales","1 William Street
3rd Floor
New York NY 10004","United States of America","'+646-623-9643","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","No","No","Yes","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e05e879f87a84e104d94a75e3fbb35a0&view=sp"
"RMD0019321","0030294060","Stratys UC LLC","7 Ridgedale Avenue
Suite 103
Cedar Knolls NJ 07927","No","United States of America","None","None","None","Chris Moore","VP","Executive","7 Ridgedale Avenue
Suite 103
Cedar Knolls NJ 07927","United States of America","201-258-0102","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a64f875f87a40e10467d0ed8cebb3514&view=sp"
"RMD0019322","0035017649","US Voip, Inc.","203 Paterson Avenue
Wallington NJ 07054","No","United States of America","none","none","none","Jan Krzyszton","Owner","Technical Support","203 Paterson Avenue
Wallington NJ 07054","United States of America","9737100200","213","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0a8a1f131be84e100073edf7624bcb4b&view=sp"
"RMD0019326","0023911084","Radvox LLC","11075 S. State Street
Ste. 3
Sandy UT 84070","No","United States of America","None","None","None","Jon Lame'","Partner","Admin","11075 S. State Street
Ste. 3
Sandy UT 84070","United States of America","801-990-1818","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0b333b9b1ba80e10ab016206624bcbbe&view=sp"
"RMD0019327","0033237652","Fusion Enterprises LLC","1942 W 65th St S
Tulsa OK 74132","No","United States of America","none","Fusion IT Solutions & Managed Networks, FITS Voice","None","Luis Garcia","CEO - Owner","Executive","1942 W 65th St
Tulsa OK 74132","United States of America","918-641-4404","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ffd5f357dbac0e10759ca258139619d5&view=sp"
"RMD0019328","0024652406","Advent Technologies, Inc.","50 Iron Point Circle
Suite 110
Folsom CA 95630","No","United States of America","None","None","None","Anne Couchman","Controller","Accounting","50 Iron Point Circle
Ste 110
Folsom CA 95630","United States of America","9164762992","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c88dffd71b2c0e1028c8c958624bcbd8&view=sp"
"RMD0019330","0034994335","Synergy Solution IT","7398 Smoke Ranch Rd
Las Vegas NV 89128","No","United States of America","None","None","None","Izaak Hurst","Owner","Support","7398 Smoke Ranch Rd
Las Vegas NV 89128","United States of America","5055151595","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=abb08cebdbac0e10759ca258139619d6&view=sp"
"RMD0019332","0025334541","IT Support Pros, Inc.","3549 Camino del Rio South
Suite D
San Diego CA 92108","No","United States of America","None","EXCEDEO","None","Minako Suyama","Accounting Administrator","Accounting","3549 Camino Del Rio South
Suite D
San Diego CA 92108","United States of America","6193984100","110","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-02-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d31000a31bac4e10da74a644604bcba2&view=sp"
"RMD0019341","0027072586","CFA Voice, LLC","416 East Central Blvd
Palisades Park NJ 07650","No","United States of America","None","none","None","Charles Castelli","Partner","Main","416 East Central Blvd
Palisades Park NJ 07650","United States of America","2019052266","102","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=559a672b1ba84e1028c8c958624bcbef&view=sp"
"RMD0019343","0031398894","RedChirp LLC","6501 E Greenway Pkwy
Ste 103 #168
Scottsdale AZ 85254","No","United States of America","None","None","None","James Harry Kane, Jr.","CEO","Executive Offices","6501 E Greenway Pkwy
Ste 103 #168
Scottsdale AZ 85254","United States of America","315-212-3517","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6684f3a3dbe88e100f518d3a139619e9&view=sp"
"RMD0019345","0030369110","Tele Cubed","3705 Clinton Pkwy
Suite 100
Lawrence KS 66047","No","United States of America","None","None","None","Sekalet ""David"" Xiong","CTO - Partner","IT","3705 Clinton Pkwy
Suite 100
Lawrence KS 66047","United States of America","785-571-9191","","Complete STIR/SHAKEN Implementation","No","No","Yes","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=86ab73e31b688e10da74a644604bcb03&view=sp"
"RMD0019346","0035023878","HCK Group LLC","2700 patriot dr
suite 250
glenview IL 60025","No","United States of America","none","none","none","Peter Hoholik","owner","accounting","2700 patriot dr
suite 250
glenview IL 60025","United States of America","8473134343","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=fdbd73671b2c4e1028c8c958624bcb11&view=sp"
"RMD0019349","0004383337","Fusion Connect, Inc.","210 Interstate North Parkway
Suite 200
Atlanta GA 30339","No","United States of America","0005044375; 0014685887; 0003732336; 0003759602; 0004965141; 0028560290; 0028555027","None","Fusion Telecommunications International, Inc.","Jayme Busta","Director Network Engineering","Network Engineering","210 Interstate North Parkway
Suite 200
Atlanta GA 30339","United States of America","8774241747","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9941c8ffdb2c4e10d2dfa368139619f0&view=sp"
"RMD0019356","0025322454","Midwest Dial Tone, LLC","1976 E. McKinley Ave.
Mishawaka IN 46545","No","United States of America","non","none","none","Erick Holmes","General Manager","Administration","1976 E. McKinley Ave.
Mishawaka IN 46545","United States of America","574-208-9616","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7b1b603bdbec8e100f518d3a139619f5&view=sp"
"RMD0019358","0023973167","Acts Consulting, Inc","PO Box 1193
Brandon FL 33511","No","United States of America","none","Acts360","none","Greg Sweers","CEO","Services","2408 Airport Rd
Plant Ciy FL 33563","United States of America","8136570849","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=10de28bb1b288e1079d752c6624bcbe9&view=sp"
"RMD0019359","0033222456","Abadata Connect Inc.","567 Brunswick St.
Sebewaing MI 48759","No","United States of America","None","None","None","David Wineman","President","Operations","567 Brunswick St.
Sebewaing MI 48759","United States of America","989-883-3411","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=fd72b83787ec8e104d94a75e3fbb357d&view=sp"
"RMD0019360","0033716580","Cielo, LLC","52 Foxworth Ln
Kingston MA 02364","No","United States of America","None","None","None","Brian English","COO","Operations","52 Foxworth Ln
Kingston MA 02364","United States of America","7815660280","220","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0d763cff1be84e10d9b4caa8624bcb53&view=sp"
"RMD0019361","0028227908","JPtheGeek LLC","156 S Park Blvd
Greenwood IN 46143","No","United States of America","none","none","none","Malana Pearson","Director of Onboarding","Onboarding","156 S Park Blvd
Greenwood IN 46143","United States of America","317-936-3300","704","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=39fb347f1b2c8e10da74a644604bcbca&view=sp"
